Question,Choice 1,Choice 2,Choice 3,Choice 4,Correct Answer,Explanation,Source
"Un propietario ha contratado a un contratista para que construya una ampliación de una habitación. El trabajo se ha completado y se ha pagado al contratista por todo el trabajo y los materiales, pero no paga al aserradero por una carga de madera. ¿Qué problema potencial puede experimentar el propietario de la vivienda?",El contratista puede imponer un gravamen mecánico por la cantidad de madera contra los bienes inmuebles del propietario,El aserradero puede imponer un gravamen del vendedor contra el contratista y el propietario por el monto de la madera,El aserradero puede imponer un gravamen mecánico por el monto de la madera contra los bienes inmuebles del propietario,El propietario no tiene ninguna responsabilidad porque se le pagó al contratista por la madera,3,,PREP-FL-Spanish Quizzes 9.30.
Un estudio de la propiedad revela que un nuevo camino de entrada se extiende un pie hacia la propiedad de un vecino. Este es un ejemplo de,una servidumbre accesoria,una invasión,una servidumbre por prescripción,una servidumbre medianera,2,,PREP-FL-Spanish Quizzes 9.31.
"El dueño de una propiedad tiene una servidumbre adjunta en su propiedad. Cuando la propiedad se vende a otra parte, la servidumbre",termina,transfiere con la propiedad,transfiere con el propietario a una nueva propiedad,se convierte en un gravamen sobre la propiedad,2,,PREP-FL-Spanish Quizzes 9.32.
Una cerca de ladrillo se extiende a ambos lados de la línea de propiedad de dos vecinos. Los vecinos se comprometen a no dañarlo de ninguna manera. Este es un ejemplo de,una pared medianera,una invasión,un elemento comercial,una restricción de escritura,1,,PREP-FL-Spanish Quizzes 9.33.
"El dueño de una propiedad le permite a Betty Luanne cruzar su propiedad como un atajo a su autobús escolar. Un día muere el dueño de la propiedad. ¿Qué derecho se le dio a Betty, y qué pasará en el futuro?","Una servidumbre personal en bruto, que continúa después de la muerte del propietario","Una servidumbre por prescripción, que continúa después de la muerte del propietario","Una licencia, que continúa después de la muerte del propietario","Una licencia, que termina con la muerte del propietario",4,,PREP-FL-Spanish Quizzes 9.34.
"Un tribunal dicta una sentencia que autoriza que se coloque un gravamen contra la casa, el automóvil y las pertenencias personales del demandado. Este es un ejemplo de un",Gravamen judicial específico,Gravamen de juicio general,Gravamen por sentencia voluntaria,Gravamen de juicio superior,2,,PREP-FL-Spanish Quizzes 9.35.
"Si se vende una propiedad arrendada, el vendedor puede proteger al inquilino y asegurarle al comprador que la propiedad puede seguir siendo alquilada por","incluyendo una cláusula de ""venta sujeta a arrendamiento"" en el contrato",adjuntar una copia del contrato de arrendamiento al contrato de compraventa,renovar el contrato de arrendamiento justo antes de completar la venta,obtener del comprador un pagaré a tal efecto,1,,PREP-FL-Spanish Quizzes 9.36.
¿Cuál es una diferencia importante entre un subarrendamiento y una cesión de arrendamiento?,"En una cesión, la responsabilidad del arrendamiento original se transfiere completamente al cesionario","En un subarrendamiento, el inquilino original conserva la responsabilidad principal del cumplimiento del contrato de arrendamiento original",Un subarrendamiento no transmite ninguno de los intereses del arrendamiento,Un subarrendamiento transmite la totalidad del interés de arrendamiento,2,,PREP-FL-Spanish Quizzes 9.37.
¿Cuál de los siguientes tipos de arrendamiento transmite derechos distintos a los derechos de uso y ocupación exclusivos de toda la propiedad?,Un contrato de arrendamiento de derechos,Un porcentaje de arrendamiento,Un arrendamiento bruto,Un arrendamiento neto,1,,PREP-FL-Spanish Quizzes 9.38.
Un propietario arrienda una propiedad a una empresa a cambio de una renta. El inquilino también debe pagar todos los gastos operativos. Este es un ejemplo de un,arrendamiento de propiedad,arrendamiento de porcentaje,arrendamiento bruto,arrendamiento neto,4,,PREP-FL-Spanish Quizzes 9.39.
El arrendamiento de porcentaje es utilizado con mayor frecuencia por,arrendadores industriales,arrendadores minoristas,arrendadores residenciales,arrendadores de oficinas,2,,PREP-FL-Spanish Quizzes 9.40.
Cuál de las siguientes opciones resume los términos generales de un contrato de arrendamiento de terreno?,El arrendador vende el terreno a otro y luego lo vuelve a arrendar,Un inquilino compra el terreno del propietario y luego arrienda las mejoras,El arrendador arrienda la planta baja del edificio a un inquilino comercial,El inquilino arrienda el terreno al arrendador y es dueño de las mejoras,4,,PREP-FL-Spanish Quizzes 9.41.
¿Cuál de las siguientes afirmaciones es verdadera?,Las transferencias de propiedad en Florida no necesitan ser registradas,"Cuando se transfiere una escritura, el concesionario debe firmar la escritura","Si una escritura incluye la descripción legal, no es necesario un número de identificación de parcela",Una escritura puede ser válida con un número de identificación de parcela incorrecto,4,,PREP-FL-Spanish Quizzes 9.42.
¿Cuál es el propósito principal que subyace a las descripciones legales de bienes inmuebles?,Crear un estándar coherente e inmutable para la localización de la propiedad,Eliminar todas las posibles disputas fronterizas,Para cumplir con las leyes federales,Para eliminar las engorrosas descripciones de medidas y límites,1,,PREP-FL-Spanish Quizzes 10.1.
¿Cuál de las siguientes es una característica distintiva de las descripciones de medidas y límites?,Utilizan meridianos y líneas de base,"Identifican un área cerrada, que comienza y termina en el mismo punto","Usan el numero de lote y la cuadra , como la dirección de la calle",Incorporan la elevación en las descripciones,2,,PREP-FL-Spanish Quizzes 10.2.
"Cierta descripción legal contiene la frase ""... hacia el sureste a lo largo de Happ Road hasta el punto de referencia de piedra..."" ¿Qué tipo de descripción es esta?",El plano catastral de la encuesta,Cuadrícula gubernamental,Medidas y límites,Levantamiento rectangular,3,,PREP-FL-Spanish Quizzes 10.3.
La abreviatura POB significa,perímetro de límites,punto de comienzo,punto de límites,plano de la frontera,2,,PREP-FL-Spanish Quizzes 10.4.
¿Cuáles son las dimensiones aproximadas de un municipio en el sistema topográfico rectangular?,Treinta y seis millas de lado,Veinticinco millas cuadradas,Depende del estado,Seis millas por seis millas,4,,PREP-FL-Spanish Quizzes 10.5.
El área que corre de norte a sur entre los meridianos es un,rango,municipio,tira,nivel,1,,PREP-FL-Spanish Quizzes 10.6.
El área que corre de este a oeste entre las líneas de base es un,rango,nivel,parámetro,paralelo,2,,PREP-FL-Spanish Quizzes 10.7.
¿Cuántas secciones hay en un municipio?,Uno,Seis,Doce,Treinta y seis,4,,PREP-FL-Spanish Quizzes 10.8.
¿Cuántos acres contiene una sección?,640,320,160,40,1,,PREP-FL-Spanish Quizzes 10.9.
¿Cuántos acres hay en el S ½ del NW ¼ de la Sección 3?,20 acres,40 acres,80 acres,160 acres,3,,PREP-FL-Spanish Quizzes 10.10.
"Si una parcela no tiene un número de lote y de manzana y es demasiado irregular para ser descrita como una fracción de una sección, la descripción legal",es la dirección de la calle,incluirá una descripción de medidas y límites,utilizará una estimación de la fracción seccional,creará un número de referencia especial,2,,PREP-FL-Spanish Quizzes 10.11.
La descripción legal de una parcela en una subdivisión que ha sido registrada con números de lote y manzana en un plano topográfico es,"el número de lote y bloque, con referencias de sección, municipio y meridiano",La descripción de la encuesta rectangular estándar,El mapa catastral de subdivisión,el número de lote y de manzana,1,,PREP-FL-Spanish Quizzes 10.12.
Un dato de referencia es un punto utilizado para las descripciones legales de,propiedades agrícolas y ganaderas,propiedades que se extienden a ambos lados de los límites estatales,propiedades situadas por encima o por debajo de la superficie terrestre,propiedades de forma irregular,3,,PREP-FL-Spanish Quizzes 10.13.
¿Cuál es el propósito de líneas de corrección en las encuestas?,Para corregir los errores que se producen de forma natural durante cualquier encuesta,Permitir que los meridianos verdaderos converjan en un punto común,Para mantener un patrón topográfico rectangular en la curvatura de la Tierra,Para restaurar las líneas de sección este-oeste a su espaciado original,3,,PREP-FL-Spanish Quizzes 10.14.
Un rollo de evaluación Incluye,Características especiales de la propiedad,el valor de la propiedad,datos de ventas,La dirección del sitio de la propiedad,2,,PREP-FL-Spanish Quizzes 10.15.
¿Cuál de las siguientes afirmaciones es falsa?,"Al prepararse para una encuesta, el topografo debe cumplir con los formatos de informes estatales",Los topógrafos deben cumplir con los estándares mínimos de Florida para las encuestas,Las encuestas se utilizan en la creación de mapas con fines fiscales,Los topógrafos se basan estrictamente en los registros y planos catastrales presentados en la oficina del registrador del condado,4,,PREP-FL-Spanish Quizzes 10.16.
Una característica legal importante de un contrato es,"Representa un ""encuentro de las mentes""",Debe utilizar una redacción precisa en un documento,no es anulable,Solo puede ser creado por un abogado,1,,PREP-FL-Spanish Quizzes 11.1.
"De acuerdo con el derecho contractual, todo contrato válido es también",vacío,ejecutable,ejecutable o inaplicable,evitable,3,,PREP-FL-Spanish Quizzes 11.2.
El tutor de una parte mentalmente incompetente celebra un contrato verbal con otra parte para comprar un accesorio comercial. Este contrato,no cumple con los requisitos de validez,es posiblemente válida y ejecutable,debe estar por escrito para que sea válido,es válida pero inaplicable,2,,PREP-FL-Spanish Quizzes 11.3.
"Un posible comprador de vivienda presenta una oferta firmada para comprar una casa con la condición de que el vendedor pague los puntos de financiamiento al cierre. El vendedor no está de acuerdo, tacha la cláusula de puntos, luego firma y devuelve el documento al comprador. En este punto, suponiendo que todos los demás elementos de validez del contrato estén en orden, el estado de la oferta es","una oferta aceptada, por lo tanto, un contrato válido",Un contrato inválido,una contraoferta,Una oferta no válida,3,,PREP-FL-Spanish Quizzes 11.4.
"Como parte de un contrato de construcción entre un contratista y un comprador, el contratista se compromete a completar la construcción antes del 20 de noviembre. Esta promesa puede interpretarse como",competencia por parte del contratista,consentimiento mutuo,buena fe,consideración valiosa,4,,PREP-FL-Spanish Quizzes 11.5.
Un inversionista sin escrúpulos completa un contrato con un comprador para vender una propiedad que el inversionista no posee. El contrato de compraventa de esta transacción,es anulable,debe constar por escrito,es nulo,"es ilegal, pero potencialmente ejecutable",3,,PREP-FL-Spanish Quizzes 11.6.
"Un propietario anima a un agente a persuadir agresivamente a un comprador para que compre su casa inflando en exceso las tasas de apreciación históricas. El agente y el vendedor están de acuerdo en que una apreciación anual del 25% funcionaría, a pesar de que esta cifra es cuatro veces las tasas reales. El tono tiene éxito y el vendedor acepta la oferta resultante del comprador. Este contrato es",exigible,anulable,vacío,válido,2,,PREP-FL-Spanish Quizzes 11.7.
El estatuto de limitaciones requiere que las partes de un contrato que hayan sido dañadas o que cuestionen las disposiciones del contrato,debe actuar dentro de un plazo legal,deben seleccionar un curso de acción específico y limitado para recuperar sus pérdidas,debe arbitrar antes de emprender una acción judicial,deben esperar un período legal antes de que puedan emprender acciones legales,1,,PREP-FL-Spanish Quizzes 11.8.
El propósito del Estatuto de Fraudes es,invalidar ciertos contratos verbales,Exigir que ciertos contratos relacionados con la transmisión se hagan por escrito,Anular los contratos de arrendamiento verbales y de listado,Eliminar el fraude en los contratos inmobiliarios,2,,PREP-FL-Spanish Quizzes 11.9.
"Un vendedor acepta inmediatamente la oferta del comprador, pero espera ocho días antes de devolver el documento aceptado al comprador. ¿Cuál de las siguientes afirmaciones es verdadera?",El comprador está vinculado al contrato desde que fue aceptado inmediatamente,El comprador no tiene ninguna obligación con el vendedor,El comprador no podrá rescindir la oferta vencida,El vendedor puede demandar por cumplimiento específico,2,,PREP-FL-Spanish Quizzes 11.10.
"Un comprador acepta todos los términos de la oferta del vendedor, excepto el precio. El comprador baja el precio en $1,000, firma el formulario y lo devuelve por correo al vendedor. En este punto, la oferta del vendedor",es nulo,se convierte en un contrato ejecutatorio,se convierte en una contraoferta,ha sido aceptada,1,,PREP-FL-Spanish Quizzes 11.11.
"Un comprador envía una oferta a un vendedor. Dos horas más tarde, el comprador encuentra una casa mejor, llama al primer vendedor y retira la oferta. ¿Cuál de las siguientes afirmaciones es verdadera?",el comprador no podrá revocar la oferta en un periodo de tiempo tan corto,el primer vendedor puede demandar al comprador por cumplimiento específico,"si el vendedor aceptó la oferta, el comprador debe cumplir",la oferta original se extingue legalmente,4,,PREP-FL-Spanish Quizzes 11.12.
Contratos inmobiliarios que no son contratos de servicios personales,pueden ser asignados,no son asignables,debe constar por escrito,están exentos del estatuto de fraudes,1,,PREP-FL-Spanish Quizzes 11.13.
¿Cuál de los siguientes contratos debe constar por escrito para ser ejecutable?,un contrato de libertad condicional,un contrato de arrendamiento de seis meses,un contrato de arrendamiento de dos años,un contrato en ejecución,3,,PREP-FL-Spanish Quizzes 11.14.
Un buen ejemplo de contrato unilateral es,una opción de compra,un acuerdo de listado,un acuerdo de servicios personales,un contrato de compraventa,1,,PREP-FL-Spanish Quizzes 11.15.
Un contrato se rescinde siempre que,hay un período de enfriamiento,ambas partes lo han firmado,se realiza,las partes acuerdan sus respectivas promesas,3,,PREP-FL-Spanish Quizzes 11.16.
Un contrato puede rescindirse de forma defendible sin daños y perjuicios si:,es abandonado por una de las partes,es imposible de realizar,se considera válido,ambas partes incumplen sus términos,2,,PREP-FL-Spanish Quizzes 11.17.
A landlord suddenly terminates a tenant's lease in violation of the lease terms. The tenant takes action to compel the landlord to comply with the violated terms. This is an example of a suit for,rescission.,specific performance,damages,forfeiture,2,,PREP-FL-Spanish Quizzes 11.18.
"El tipo de listado que asegura a un corredor una compensación por la contratación de un cliente, independientemente de la parte contratante, es un",acuerdo exclusivo de derecho de venta,contrato de agencia exclusiva,listado abierto,listado neto,1,,PREP-FL-Spanish Quizzes 11.19.
Un propietario se compromete a pagar a un corredor por conseguir un inquilino a menos que sea el propietario quien encuentre al inquilino. Este es un ejemplo de un,acuerdo exclusivo de derecho de venta,contrato de agencia exclusiva,listado abierto,listado neto,2,,PREP-FL-Spanish Quizzes 11.20.
"Un arrendador promete compensar a un corredor por conseguir un inquilino, siempre que el corredor sea la causa de la contratación. Este es un ejemplo de un",acuerdo exclusivo de derecho de venta,contrato de agencia exclusiva,listado abierto,listado neto,3,,PREP-FL-Spanish Quizzes 11.21.
"El dueño de una propiedad se compromete a pagar una comisión a un corredor, siempre que el propietario reciba una cantidad mínima de ingresos de la venta al cierre. Este es un ejemplo de un",acuerdo exclusivo de derecho de venta,contrato de agencia exclusiva,listado abierto,listado neto,4,,PREP-FL-Spanish Quizzes 11.22.
La diferencia más significativa entre un acuerdo de representación del propietario y un acuerdo de representación del comprador es,el cliente,el importe de la comisión,solicitudes de ley de agencias,solicitudes de derecho contractual,1,,PREP-FL-Spanish Quizzes 11.23.
¿Qué autoridad le da una autorización de listado múltiple a un corredor?,Para publicar la propiedad del propietario en un servicio de listado múltiples,Vender varias propiedades para el propietario a la vez,Vender o arrendar el inmueble,Delegar las responsabilidades de listado a otros agentes,1,,PREP-FL-Spanish Quizzes 11.24.
"Una cláusula de ""período de protección"" en una lista exclusiva establece que:",El propietario está protegido de todas las responsabilidades que surjan de las acciones del agente realizadas dentro del alcance de sus deberes,El agente tiene derecho a una comisión si el propietario vende o arrienda a una parte dentro de un cierto tiempo después del vencimiento del listado,Los agentes tienen derecho a extender el plazo de un acuerdo de cotización si una transacción es inminente,Un propietario no es responsable de una comisión si un cliente potencial se retrasa en completar una oferta aceptable,2,,PREP-FL-Spanish Quizzes 11.25.
"Varios compradores están compitiendo por la última casa disponible en una nueva subdivisión deseable. Un comprador llama al propietario-desarrollador directamente por teléfono y ofrece $ 10,000 por encima del precio de lista. El promotor acepta la oferta. Llegados a este punto,",Las partes tienen un contrato de venta válido y ejecutable sobre la casa,Las partes han completado un contrato verbal y ejecutatorio,Las partes no podrán rescindir su contrato,El promotor no pudo considerar otras ofertas por la propiedad,2,,PREP-FL-Spanish Quizzes 11.26.
"Un propietario completa un contrato para vender su propiedad. Antes del cierre, el vendedor tiene problemas financieros y cede el contrato a su acreedor principal. El comprador se queja por temor a que la propiedad se pierda. ¿Cuál de las siguientes afirmaciones es verdadera?",El comprador puede demandar al cesionario para que no se autorice la cesión ilegal,El comprador puede emprender acciones legales contra el cedente,El cedente ha completado una acción legal,Se anula el contrato de compraventa,3,,PREP-FL-Spanish Quizzes 11.27.
"Durante el período de ejecución de un contrato de venta, el comprador adquiere un derecho de propiedad equitativo sobre la propiedad. Esto significa que",El comprador puede obligar al vendedor a transferir la propiedad,Ambas partes son propietarias de la propiedad por igual,"Si no se cumplen las contingencias del contrato, el comprador asume la titularidad legal",El comprador posee capital en la propiedad en cuestión en la medida de los fondos depositados en custodia,1,,PREP-FL-Spanish Quizzes 11.28.
El propósito de una cuenta de depósito en garantía es,Confíe el dinero del depósito a un fiduciario imparcial,Permitir que los mandantes accedan a los fondos en custodia sin interferencia de la otra parte,Asegúrese de que el corredor reciba su comisión,impedir que el comprador retire la oferta,1,,PREP-FL-Spanish Quizzes 11.29.
"Un contrato de venta contiene una contingencia de financiamiento indefinida: si el comprador no puede obtener financiamiento, el trato se cancela. Seis meses después, el comprador sigue sin poder conseguir financiación. ¿Cuál de las siguientes afirmaciones es verdadera?","El vendedor puede rescindir el contrato, ya que puede ser declarado inválido","El comprador puede continuar indefinidamente buscando financiamiento, y la propiedad del vendedor debe permanecer fuera del mercado",El vendedor debe devolver el depósito del comprador,El vendedor puede obligar a un prestamista a comprometerse con un préstamo bajo las leyes de financiamiento justo,1,,PREP-FL-Spanish Quizzes 11.30.
"En caso de incumplimiento por parte del comprador, una disposición para la indemnización por daños y perjuicios en un contrato de venta permite al vendedor",Demandar al comprador por el pago inicial anticipado,obligar al comprador a renunciar a la titularidad equitativa,Demandar al comprador por todos los activos líquidos perdidos como resultado del incumplimiento,Reclamar el deposito como reparación por el incumplimiento del comprador,4,,PREP-FL-Spanish Quizzes 11.31.
Una cláusula de vencimiento en la venta en un contrato de venta advierte a las partes de que,El precio total de la propiedad se debe pagar al vendedor al momento del cierre,Todos los préstamos que sobrevivan al cierre serán pagaderos de inmediato,Todas las deudas del vendedor deben ser canceladas antes o después del cierre,Los préstamos de terceros que sobrevivan al cierre pueden ser acelerados por el prestamista,4,,PREP-FL-Spanish Quizzes 11.32.
Un contrato de compraventa puede tratar específicamente la responsabilidad de retención de impuestos si el vendedor es extranjero. ¿Cuál es esta responsabilidad?,El comprador debe retener el 15% del precio de compra al cierre para el pago del impuesto sobre las ganancias de capital del vendedor,El comprador debe retener el 15% del precio de compra al cierre para el pago del impuesto sobre las ganancias de capital del comprador,El vendedor debe retener el 15% de los fondos del comprador como depósito en el impuesto sobre las ganancias de capital del comprador,El vendedor debe retener el 15% del precio de venta para pagar el impuesto sobre las ganancias de capital del vendedor,1,,PREP-FL-Spanish Quizzes 11.33.
Una característica legal importante de un acuerdo de opción de compra es que,"El comprador potencial, el beneficiario de la opción, está obligado a comprar la propiedad una vez que se complete el acuerdo de opción","El vendedor debe actuar si el destinatario de la opción toma la opción, pero el destinatario de la opción no tiene la obligación de hacerlo",El contrato puede ejecutarse sin costo alguno para el beneficiario de la opción,Es un acuerdo bilateral,2,,PREP-FL-Spanish Quizzes 11.34.
"Un inquilino tiene un acuerdo de opción de compra con el arrendador que vence el 30 de junio. El 1 de julio, el inquilino llama frenéticamente al propietario para que ejerza la opción, ofreciéndole la disculpa de que estaba ocupado con una muerte en la familia. ¿Cuál de las siguientes afirmaciones es verdadera?","Dado que las opciones contienen períodos de gracia, el arrendador debe vender","El inquilino pierde el derecho a comprar, pero puede reclamar al arrendador el dinero pagado por la opción","El arrendador no tiene que vender, pero debe renovar la opción",La opción ha expirado y el inquilino no tiene derecho a reclamar el dinero pagado por la opción,4,,PREP-FL-Spanish Quizzes 11.35.
"Un inquilino ejerce una opción de compra de un condominio. El arrendador está de acuerdo, pero aumenta el precio acordado en $3,000, alegando dificultades financieras. Sin embargo, el arrendador ofrece al inquilino dos meses de alquiler gratuito antes del cierre como compensación. ¿Cuál de las siguientes afirmaciones es verdadera?",El inquilino puede forzar la venta en los términos originales,El arrendador ha emprendido una acción totalmente legal que el inquilino debe cumplir,La opción es nula y el titular de la opción puede reclamar cualquier dinero de la opción pagado,"El arrendador debe ofrecer suficiente alquiler gratuito para igualar el aumento de precio de $3,000",1,,PREP-FL-Spanish Quizzes 11.36.
¿Cuál de las siguientes afirmaciones es verdadera con respecto a la naturaleza jurídica de los contratos de opción?,No son asignables,"Son exigibles, ya sean escritas u orales",Le dan al beneficiario de la opción un interés equitativo en la propiedad,Deben registrarse para que sean válidos,3,,PREP-FL-Spanish Quizzes 11.37.
"Un arrendador promete compensar a un corredor por conseguir un inquilino, siempre que el corredor sea la causa de la contratación. Este es un ejemplo de un",Acuerdo exclusivo de derecho de venta,Contrato de agencia exclusiva,Listado abierto,listado neto,3,,PREP-FL-Spanish Quizzes 11.38.
¿Cuál de las siguientes NO es una divulgación obligatoria al vender una propiedad en Florida?,Divulgación del seguro contra inundaciones,Divulgación de la Ley de Molly,Divulgación de la violación del código de construcción,Divulgación del impuesto sobre la propiedad,2,,PREP-FL-Spanish Quizzes 11.39.
Qué práctica de ventas de propiedades cambió como resultado de la Johnson v. Davis?,Disposición tal cual,Disposiciones contractuales estandarizadas,Caveat emptor,Divulgación del impuesto sobre la propiedad,3,,PREP-FL-Spanish Quizzes 11.40.
Un propietario pide dinero prestado a un prestamista y le da al prestamista una hipoteca sobre la propiedad como garantía del préstamo. El propietario conserva el título de la propiedad. Este es un ejemplo de,intermediación,confiscación,hipotecación,subordinación,3,,PREP-FL-Spanish Quizzes 12.1.
¿Cuál de las siguientes opciones expresa mejor la mecánica de una transacción de préstamo hipotecario?,el prestatario le da al prestamista un pagaré y una hipoteca a cambio de los fondos del préstamo,el prestamista le da al prestatario una hipoteca y recibe un pagaré a cambio de los fondos del préstamo,el prestatario recibe un pagaré a cambio de una hipoteca del prestamista,"el prestamista le da al prestatario un pagaré, fondos del préstamo y una hipoteca",1,,PREP-FL-Spanish Quizzes 12.2.
Un prestamista presta dinero a un propietario y toma el título legal de la propiedad como garantía durante el período de liquidación. Están en un,estado de la teoría del título,estado de la teoría del gravamen,que el estado permite fideicomisos de tierras,estado en el que la hipoteca es ilegal,1,,PREP-FL-Spanish Quizzes 12.3.
Un prestamista que cobra una tasa de interés que excede los límites legales es culpable de,líneas rojas,usura,toma de ganancias,nada; No hay límites legales a las tasas de interés,2,,PREP-FL-Spanish Quizzes 12.4.
"Un prestamista está cobrando 3 puntos en un préstamo de $500,000. Por lo tanto, el prestatario debe pagar al prestamista un anticipo de","$1,500","$3,000","$15,000","$30,000",3,,PREP-FL-Spanish Quizzes 12.5.
Una característica distintiva de un pagaré es que,no es asignable,debe ir acompañado de una hipoteca,es un instrumento negociable,es posible que no se pague por adelantado,3,,PREP-FL-Spanish Quizzes 12.6.
"Cuando se cumplen los términos del préstamo hipotecario, el acreedor hipotecario",puede retener cualquier excedente en la cuenta de depósito en garantía,puede inspeccionar la propiedad antes de devolver el título legal,puede tener derecho a cobrar al prestatario una pequeña comisión por cerrar el préstamo,es posible que se le solicite que ejecute un documento de liberación de hipoteca,4,,PREP-FL-Spanish Quizzes 12.7.
El proceso de hacer cumplir un gravamen forzando la venta de la propiedad del embargado se llama,ejecución,archivo adjunto,ejecución hipotecaria,subordinación,3,,PREP-FL-Spanish Quizzes 12.8.
Una diferencia importante entre una ejecución hipotecaria judicial y una ejecución hipotecaria no judicial es,No hay derecho a redimir la propiedad en una ejecución hipotecaria no judicial,Una ejecución hipotecaria judicial obliga a la venta de la propiedad,Una ejecución hipotecaria no judicial garantiza que todos los gravámenes se paguen en orden de prioridad,El embargante recibe el título directamente en una ejecución hipotecaria no judicial,1,,PREP-FL-Spanish Quizzes 12.9.
Un prestatario moroso puede evitar la ejecución hipotecaria dándole al acreedor hipotecario,un pagaré,una escritura en lugar de una ejecución hipotecaria,un aviso de canje,una litispendencia,2,,PREP-FL-Spanish Quizzes 12.10.
La persona que ejecuta una hipoteca se denomina,ejecutor,fideicomitente,deudor hipotecario,acreedor hipotecario,3,,PREP-FL-Spanish Quizzes 12.11.
¿Por qué es importante la prioridad hipotecaria para un prestamista hipotecario?,Establece el nivel de riesgo del prestamista,Determina la importancia del préstamo en la cartera del prestamista,Le asegura al prestatario que el prestamista prestará toda su atención al servicio del préstamo,"Hace innecesario el registro del préstamo, ahorrando así dinero al prestamista",1,,PREP-FL-Spanish Quizzes 12.12.
¿Qué leyes o regulaciones requieren que los prestamistas hipotecarios divulguen los costos de financiamiento y la tasa porcentual anual a un prestatario antes de financiar un préstamo?,La Ley de Igualdad de Oportunidades de Crédito,Leyes de veracidad en los préstamos,La Ley de Procedimientos de Liquidación de Bienes Raíces,Leyes Federales de Vivienda Justa,2,,PREP-FL-Spanish Quizzes 13.1.
"¿Qué leyes o regulaciones impiden que los prestamistas hipotecarios discriminen al otorgar crédito a posibles prestatarios por motivos de raza, color, religión, origen nacional, sexo, estado civil, edad y dependencia de la asistencia pública?",La Ley de Igualdad de Oportunidades de Crédito,Leyes de veracidad en los préstamos,La Ley de Procedimientos de Liquidación de Bienes Raíces,Leyes Federales de Vivienda Justa,1,,PREP-FL-Spanish Quizzes 13.2.
¿Qué leyes o regulaciones requieren que los prestamistas hipotecarios proporcionen una estimación de los costos de cierre a un prestatario y les prohíben pagar sobornos por referencias?,la Ley de Igualdad de Oportunidades de Crédito,Leyes de veracidad en los préstamos,la Ley de Procedimientos de Liquidación de Bienes Inmuebles,Leyes Federales de Vivienda Justa,3,,PREP-FL-Spanish Quizzes 13.3.
¿Cuál de las siguientes formas regula el Sistema de la Reserva Federal la oferta monetaria?,"venta de valores, impresión de dinero y control de los requisitos de suscripción de préstamos","compra de valores, cambio de la tasa de descuento y control de las reservas bancarias","imprimir dinero, cambiar las tasas de interés y vender letras del Tesoro","controlar la tasa preferencial, negociar valores y comprar préstamos",2,,PREP-FL-Spanish Quizzes 13.4.
Uno de los objetivos principales del mercado secundario de hipotecas es,Reciclar los fondos de vuelta a los prestamistas primarios para que puedan hacer más préstamos,Emitir segundas hipotecas y venderlas en el mercado de valores neto de la vivienda,Prestar fondos a los bancos para que puedan hacer más préstamos,Pagar los préstamos impagados otorgados por los prestamistas hipotecarios primarios,1,,PREP-FL-Spanish Quizzes 13.5.
Los principales actores del mercado secundario de hipotecas son:,"Fannie Mae, Freddie Mac y Ginnie Mae","Fannie Mae, GMAC y MGIC","Freddie Mac, FHA y VA","Fannie Mae, Freddie Mac y la Reserva Federal",1,,PREP-FL-Spanish Quizzes 13.6.
Una de las principales funciones de la FNMA es,garantizar préstamos respaldados por la FHA y el VA,asegure préstamos respaldados por la FHA y respaldados por el VA,comprar préstamos respaldados por la FHA y el VA,originar préstamos respaldados por la FHA y respaldados por el VA,3,,PREP-FL-Spanish Quizzes 13.7.
La función principal de la Autoridad Federal de Vivienda en el mercado de préstamos hipotecarios es,Préstamos de garantía otorgados por prestamistas autorizados,Asegurar los préstamos otorgados por prestamistas aprobados,Compra de préstamos otorgados por prestamistas aprobados,originar préstamos otorgados por prestamistas aprobados,2,,PREP-FL-Spanish Quizzes 13.8.
La función principal de la Administración de Veteranos en el mercado de préstamos hipotecarios es,Préstamos de garantía otorgados por prestamistas autorizados,Asegure los préstamos otorgados por prestamistas aprobados,Compra de préstamos otorgados por prestamistas aprobados,originar préstamos otorgados por prestamistas aprobados,1,,PREP-FL-Spanish Quizzes 13.9.
Un préstamo de pago gradual es un préstamo hipotecario en el que,Los fondos del préstamo se desembolsan al prestatario de forma gradual,La tasa de interés aumenta periódicamente en fases graduales,Los pagos del préstamo aumentan gradualmente,Los pagos del préstamo aumentan gradualmente y el plazo del préstamo disminuye gradualmente,3,,PREP-FL-Spanish Quizzes 13.10.
Una reducción es un acuerdo de financiación en el que,El prestamista reduce la tasa de interés de un préstamo a cambio de un pago anticipado del capital,El prestatario paga intereses adicionales al principio para obtener una tasa de interés más baja,El prestamista requiere que el prestatario reduzca el precio de la propiedad aumentando el pago inicial,El prestatario paga al prestamista fondos adicionales para reducir el plazo del préstamo,2,,PREP-FL-Spanish Quizzes 13.11.
La característica clave de un préstamo hipotecario ajustable es que,La tasa de interés puede variar,El pago mensual aumenta a lo largo de la vida del préstamo,El saldo principal no se amortiza,El plazo del préstamo puede acortarse o alargarse,1,,PREP-FL-Spanish Quizzes 13.12.
Una característica de un préstamo hipotecario envolvente es que,El préstamo es un préstamo senior,El vendedor que ofrece al comprador un envoltorio puede beneficiarse de una diferencia en las tasas de interés,El préstamo subyacente debe ser retirado,El segundo prestatario hipotecario puede hacer pagos directamente al primer prestamista hipotecario,2,,PREP-FL-Spanish Quizzes 13.13.
